created_at,voterID,message,selection1,selection2,selection3,selection4,selection5,selection6,voting_power
2024-06-22 21:35:20.761,8vzx7yl5yyzjnywmy2xnyrgfhgzjm34qx0vhyq9ygwl0,"{""params"":[""ticoMismana""],""timestamp"":1719092109787}",ticoMismana,,,,,,790024331
2024-06-22 21:36:28.126,803g3l96gy240jw7gxg8hvn5y96ymgyymqfnyzhq4x,"{""params"":[""ticoMismana""],""timestamp"":1719092175685}",ticoMismana,,,,,,290650541
2024-06-22 21:47:10.013,8yj096gf9hv4847hgg22my8h65fl5l7hmgwfyyqzw7y,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""cardanoJapan""],""timestamp"":1719092444310}",cardanoAtlanticCouncil,mauroAgustnAndreoli,cardanoJapan,,,,148271277344
2024-06-22 22:21:25.451,92yyhyqqjwf6v2wq907zqmq9xqrjgymygv02yvlgxyqgy,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1719094877880}",cardanoAtlanticCouncil,,,,,,953051636
2024-06-22 22:22:08.237,8my3vgm9ylhg5ym7y0yjhvv6ywnghqyf62jfnhfwx,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1719094921525}",cardanoAtlanticCouncil,,,,,,1868700806
2024-06-22 22:38:18.3,8hg2q9rn8jfm585l9wjnvlr3y6fl9vvyyyy7wgywyy3,"{""params"":[""cardanoAtlanticCouncil"",""easternCardanoCouncil"",""johnnyKelly"",""lloydDuhon""],""timestamp"":1719095885067}",cardanoAtlanticCouncil,easternCardanoCouncil,johnnyKelly,lloydDuhon,,,2193958277
2024-06-22 22:39:03.832,82j9f6y9hx8xwyq02w70lfyyy6zhhf3yy3mhy8yz6w6,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""joshuaStone"",""johnnyKelly""],""timestamp"":1719095918587}",cardanoAtlanticCouncil,mauroAgustnAndreoli,joshuaStone,johnnyKelly,,,1539153360864
2024-06-22 22:40:23.585,yfyhy4f0y70n8ylyfy48n5gyyll989hr5yljgzryymjl45,"{""params"":[""joshuaStone""],""timestamp"":1719096009015}",joshuaStone,,,,,,18506011
2024-06-22 22:41:13.532,ynyz2fln5z9xyy93576jyq39hv3l84v06q62y30x,"{""params"":[""cardanoAtlanticCouncil"",""johnnyKelly"",""lloydDuhon""],""timestamp"":1719096017893}",cardanoAtlanticCouncil,johnnyKelly,lloydDuhon,,,,2421615247
2024-06-22 22:41:32.604,yymrnr9zxf63y6lg098myy4m5ymx2gy629vh8grzj74mx,"{""params"":[""joshuaStone"",""cardanoJapan"",""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""johnnyKelly"",""lloydDuhon""],""timestamp"":1719095984688}",joshuaStone,cardanoJapan,easternCardanoCouncil,cardanoAtlanticCouncil,johnnyKelly,lloydDuhon,10031836382
2024-06-22 22:42:27.341,y55zjy4z5y4zxgyzy7qyhmy3w4lqg089qjyy9yqvyyqjy,"{""params"":[""cardanoAtlanticCouncil"",""joshuaStone""],""timestamp"":1719096127159}",cardanoAtlanticCouncil,joshuaStone,,,,,506891428
2024-06-22 22:42:47.609,xrg7662vz3rmj2j2yy8ymxfry9wv0yyrygyxg5x0lfr,"{""params"":[""joshuaStone"",""cardanoJapan"",""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""inoNpo"",""scientificAnalyticalToolsLlc""],""timestamp"":1719096155216}",joshuaStone,cardanoJapan,easternCardanoCouncil,cardanoAtlanticCouncil,inoNpo,scientificAnalyticalToolsLlc,11594739338
2024-06-22 22:43:46.782,xm0qlyg03gz9n089lj8w9ywgw7rzgxwy7mm7y0nn966,"{""params"":[""joshuaStone"",""cardanoJapan"",""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""inoNpo"",""scientificAnalyticalToolsLlc""],""timestamp"":1719096206462}",joshuaStone,cardanoJapan,easternCardanoCouncil,cardanoAtlanticCouncil,inoNpo,scientificAnalyticalToolsLlc,2374678102
2024-06-22 22:45:36.481,90ry2njv32yg4yf9z5vjv82q7vgqqq9rjgyy0ly,"{""params"":[""easternCardanoCouncil"",""mauroAgustnAndreoli"",""johnnyKelly"",""cardanoAtlanticCouncil""],""timestamp"":1719096317939}",easternCardanoCouncil,mauroAgustnAndreoli,johnnyKelly,cardanoAtlanticCouncil,,,20661863
2024-06-22 22:45:44.75,yfzn44vvh9wwy8349yhzzzf2nm446yyqr2h,"{""params"":[""joshuaStone"",""cardanoJapan"",""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""inoNpo"",""scientificAnalyticalToolsLlc""],""timestamp"":1719096324908}",joshuaStone,cardanoJapan,easternCardanoCouncil,cardanoAtlanticCouncil,inoNpo,scientificAnalyticalToolsLlc,5293506681
2024-06-22 22:46:26.789,959g04zxx54rx07m8y04rrlwwxqvh7g055yrxynny80y,"{""params"":[""joshuaStone"",""cardanoJapan"",""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""inoNpo"",""scientificAnalyticalToolsLlc""],""timestamp"":1719096370065}",joshuaStone,cardanoJapan,easternCardanoCouncil,cardanoAtlanticCouncil,inoNpo,scientificAnalyticalToolsLlc,8230577790
2024-06-22 22:48:10.018,xywfhy8qfjvmv4gfyhhyhmy89h64qnryy09x0,"{""params"":[""cardanoJapan"",""easternCardanoCouncil"",""joshuaStone"",""cardanoAtlanticCouncil"",""inoNpo"",""lloydDuhon""],""timestamp"":1719096457556}",cardanoJapan,easternCardanoCouncil,joshuaStone,cardanoAtlanticCouncil,inoNpo,lloydDuhon,10074439557
2024-06-22 22:49:27.917,84mryyyl9yx4v6zlr542yl2lmyr0yl3vn3y2y6xqmyrz,"{""params"":[""easternCardanoCouncil"",""joshuaStone"",""cardanoAtlanticCouncil"",""inoNpo"",""lloydDuhon"",""cardanoConfederationOfEmergingEconomies""],""timestamp"":1719096531451}",easternCardanoCouncil,joshuaStone,cardanoAtlanticCouncil,inoNpo,lloydDuhon,cardanoConfederationOfEmergingEconomies,13963263532
2024-06-22 23:20:58.942,9gvyy8y9nr9yh2x5gyvx03h0yvjm83l0363mwg57yj37,"{""params"":[""easternCardanoCouncil"",""cardanoAtlanticCouncil""],""timestamp"":1719098427547}",easternCardanoCouncil,cardanoAtlanticCouncil,,,,,514696122052
2024-06-22 23:25:43.757,xlf53y6274q8ymylhjzlj28hzhy20y2y7ynr8nqqm2y,"{""params"":[""cardanoAtlanticCouncil"",""cardanoJapan"",""mauroAgustnAndreoli""],""timestamp"":1719098719431}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,,,,12050646449
2024-06-22 23:26:21.096,95wfgwn2yzl073zfmyyq8yy8ny7my8yz6729g803fgj,"{""params"":[""cardanoAtlanticCouncil"",""cardanoJapan"",""mauroAgustnAndreoli""],""timestamp"":1719098767059}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,,,,11883264622
2024-06-22 23:32:32.463,9gvyy8y9nr9yh2x5gyvx03h0yvjm83l0363mwg57yj37,"{""params"":[""easternCardanoCouncil"",""cardanoJapan"",""cardanoAtlanticCouncil""],""timestamp"":1719099137866}",easternCardanoCouncil,cardanoJapan,cardanoAtlanticCouncil,,,,514696122052
2024-06-22 23:37:40.796,xfn43xg5q2vm3gfmh9ffymf5jw2h5yhyyv4qyhqf,"{""params"":[{""string"":""cardanoAtlanticCouncil""},{""string"":""cardanoJapan""},{""string"":""mauroAgustnAndreoli""},{""string"":""nicodemusRodriguez""},{""string"":""johnnyKelly""},{""string"":""easternCardanoCouncil""}],""timestamp"":1719099417984}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,nicodemusRodriguez,johnnyKelly,easternCardanoCouncil,70610249167263
2024-06-22 23:39:48.9,8jhwzxy0gxnhqh4yyq3xnq265vn4rvwfxqlfggfqn2x,"{""params"":[{""string"":""cardanoAtlanticCouncil""},{""string"":""cardanoJapan""},{""string"":""mauroAgustnAndreoli""},{""string"":""nicodemusRodriguez""},{""string"":""johnnyKelly""},{""string"":""easternCardanoCouncil""}],""timestamp"":1719099508087}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,nicodemusRodriguez,johnnyKelly,easternCardanoCouncil,351487797208
2024-06-22 23:40:21.587,yjgvlm8rl8n9j39gyyz7mf5hymvqj736f0fjlw6yqw,"{""params"":[{""string"":""cardanoAtlanticCouncil""},{""string"":""cardanoJapan""},{""string"":""mauroAgustnAndreoli""},{""string"":""nicodemusRodriguez""},{""string"":""johnnyKelly""},{""string"":""easternCardanoCouncil""}],""timestamp"":1719099616830}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,nicodemusRodriguez,johnnyKelly,easternCardanoCouncil,136392029873
2024-06-22 23:41:11.785,9y4nl4lyvyvrx62j6zlj0hryqz9qyhngzl46x2fnyyjnyr,"{""params"":[{""string"":""cardanoAtlanticCouncil""},{""string"":""cardanoJapan""},{""string"":""mauroAgustnAndreoli""},{""string"":""nicodemusRodriguez""},{""string"":""johnnyKelly""},{""string"":""easternCardanoCouncil""}],""timestamp"":1719099667537}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,nicodemusRodriguez,johnnyKelly,easternCardanoCouncil,0
2024-06-22 23:42:32.396,ymf09yhlg48yxwn6z4jvhx6xzv9q9f0h9z8y3,"{""params"":[{""string"":""cardanoAtlanticCouncil""},{""string"":""cardanoJapan""},{""string"":""mauroAgustnAndreoli""},{""string"":""nicodemusRodriguez""},{""string"":""johnnyKelly""},{""string"":""easternCardanoCouncil""}],""timestamp"":1719099747105}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,nicodemusRodriguez,johnnyKelly,easternCardanoCouncil,1000001000000
2024-06-22 23:43:10.833,9lyyyz5xrfh8yfxywz4wgnly6mqjjy6hyy0nryyqv3y6,"{""params"":[{""string"":""cardanoAtlanticCouncil""},{""string"":""cardanoJapan""},{""string"":""mauroAgustnAndreoli""},{""string"":""nicodemusRodriguez""},{""string"":""johnnyKelly""},{""string"":""easternCardanoCouncil""}],""timestamp"":1719099786266}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,nicodemusRodriguez,johnnyKelly,easternCardanoCouncil,1000001000000
2024-06-22 23:43:49.274,955fyn5v0y7j5l99rh8vznq324ywwny5g0l6zgzjq,"{""params"":[{""string"":""cardanoAtlanticCouncil""},{""string"":""cardanoJapan""},{""string"":""mauroAgustnAndreoli""},{""string"":""nicodemusRodriguez""},{""string"":""johnnyKelly""},{""string"":""easternCardanoCouncil""}],""timestamp"":1719099823673}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,nicodemusRodriguez,johnnyKelly,easternCardanoCouncil,1000001000000
2024-06-22 23:46:20.676,y6n0y2y4yy3y4g75nwvjrlj9yv337q5yrq0xmfqgfz30,"{""params"":[{""string"":""cardanoAtlanticCouncil""},{""string"":""cardanoJapan""},{""string"":""mauroAgustnAndreoli""},{""string"":""nicodemusRodriguez""},{""string"":""johnnyKelly""},{""string"":""easternCardanoCouncil""}],""timestamp"":1719099943931}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,nicodemusRodriguez,johnnyKelly,easternCardanoCouncil,1000001000000
2024-06-22 23:46:59.457,yqff9w4fwylywh4r79m5mvfvyyq2fy93yzl6gr904yj,"{""params"":[{""string"":""cardanoAtlanticCouncil""},{""string"":""cardanoJapan""},{""string"":""mauroAgustnAndreoli""},{""string"":""nicodemusRodriguez""},{""string"":""johnnyKelly""},{""string"":""easternCardanoCouncil""}],""timestamp"":1719100013016}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,nicodemusRodriguez,johnnyKelly,easternCardanoCouncil,1000001000000
2024-06-22 23:54:29.212,y0xzff97g2lrw49vvvqvjm0v8wr7nw30h6h9ql775ly,"{""params"":[""cardanoAtlanticCouncil"",""cardanoJapan"",""mauroAgustnAndreoli""],""timestamp"":1719100439299}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,,,,73800830793
2024-06-22 23:58:46.727,928m6079yz570359lhg5y2hx2yyywyx37yyyhyyyzn,"{""params"":[""cardanoAtlanticCouncil"",""cardanoJapan"",""mauroAgustnAndreoli""],""timestamp"":1719100602156}",cardanoAtlanticCouncil,cardanoJapan,mauroAgustnAndreoli,,,,8322873988
2024-06-23 00:50:58.281,y7jzh4q02xyz4z5m3n9z50zwj6n64yy8hljy22xy9fxy59,"{""params"":[""johnnyKelly"",""tevoSaks"",""richManderino"",""andrewDonovan"",""inoNpo"",""nicodemusRodriguez""],""timestamp"":1719103839851}",johnnyKelly,tevoSaks,richManderino,andrewDonovan,inoNpo,nicodemusRodriguez,101120538862
2024-06-23 01:15:42.08,830g7zjz62yj4yn8q983rmxzzynyy7jg47wlyqxfxry,"{""params"":[""lloydDuhon"",""andrewDonovan"",""cardanoAtlanticCouncil"",""cardanoJapan"",""kevinMohr""],""timestamp"":1719105294285}",lloydDuhon,andrewDonovan,cardanoAtlanticCouncil,cardanoJapan,kevinMohr,,17445762967
2024-06-23 01:31:56.737,x2z3z3f09y6qyxxwq96fl43y3fy3zyg6ln8yhy5r286gy535l8,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719106303491}",easternCardanoCouncil,,,,,,15529207
2024-06-23 01:33:02.612,9ywv2qxq3mm59g8mg55g20mw6qyy4qyjm72y57hlyhnyyx6,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719106366838}",easternCardanoCouncil,,,,,,178545945
2024-06-23 01:39:46.577,8ny62vjyrylh4hlgl2yymm44myyrm0m03lz6gyg0y,"{""params"":[""ticoMismana""],""timestamp"":1719106766619}",ticoMismana,,,,,,4017562483
2024-06-23 01:40:29.927,9whf4qyqjmynjrg57y38y7g08y9wrx22x7yl3,"{""params"":[""cardanoAtlanticCouncil"",""lloydDuhon"",""jonathanPartlow"",""easternCardanoCouncil"",""scientificAnalyticalToolsLlc"",""kevinMohr""],""timestamp"":1719106786426}",cardanoAtlanticCouncil,lloydDuhon,jonathanPartlow,easternCardanoCouncil,scientificAnalyticalToolsLlc,kevinMohr,65038548303
2024-06-23 01:40:41.732,8ny62vjyrylh4hlgl2yymm44myyrm0m03lz6gyg0y,"{""params"":[""ticoMismana""],""timestamp"":1719106833263}",ticoMismana,,,,,,4017562483
2024-06-23 01:44:51.135,y99rz2gqy9n9yjj793jyvnw0yvvj78yryg276y0v,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719107028854}",easternCardanoCouncil,,,,,,6496043215
2024-06-23 03:11:25.419,ym0zmw6nh8h0ygx6y8q6g852y662xyy0z29qzyyfy,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""joshuaStone"",""cardanoJapan""],""timestamp"":1719112278201}",cardanoAtlanticCouncil,mauroAgustnAndreoli,joshuaStone,cardanoJapan,,,229265437
2024-06-23 03:13:10.081,ym0zmw6nh8h0ygx6y8q6g852y662xyy0z29qzyyfy,"{""params"":[""cardanoAtlanticCouncil"",""mauroAgustnAndreoli"",""joshuaStone"",""cardanoJapan"",""cardanoConfederationOfEmergingEconomies"",""easternCardanoCouncil""],""timestamp"":1719112382102}",cardanoAtlanticCouncil,mauroAgustnAndreoli,joshuaStone,cardanoJapan,cardanoConfederationOfEmergingEconomies,easternCardanoCouncil,229265437
2024-06-23 03:24:03.139,x64yfyy46yf96m09vlxfygg4ff0yrmw8yngzl54hgqfhhy,"{""params"":[""johnnyKelly"",""joshuaStone"",""andrewDonovan"",""cardanoAtlanticCouncil"",""easternCardanoCouncil""],""timestamp"":1719113028042}",johnnyKelly,joshuaStone,andrewDonovan,cardanoAtlanticCouncil,easternCardanoCouncil,,1952804434
2024-06-23 03:25:02.558,x08hl90y6xx0yw47rhjjqyyr6yq7vvy7yr5j6g0y4r9m,"{""params"":[""johnnyKelly"",""andrewDonovan"",""joshuaStone"",""easternCardanoCouncil"",""cardanoAtlanticCouncil""],""timestamp"":1719113091919}",johnnyKelly,andrewDonovan,joshuaStone,easternCardanoCouncil,cardanoAtlanticCouncil,,8216292598
2024-06-23 03:26:20.011,80y52ll9vzxlhyh90x97myvyxvlxyr244m9jqyqx6rz,"{""params"":[""johnnyKelly"",""andrewDonovan"",""joshuaStone"",""cardanoAtlanticCouncil"",""easternCardanoCouncil""],""timestamp"":1719113170047}",johnnyKelly,andrewDonovan,joshuaStone,cardanoAtlanticCouncil,easternCardanoCouncil,,6839917462
2024-06-23 03:27:48.009,97yjlyh0yh942jqngrxlnmmnwxw8xyz47rhw5wlgmh,"{""params"":[""johnnyKelly"",""joshuaStone"",""andrewDonovan"",""cardanoAtlanticCouncil"",""easternCardanoCouncil""],""timestamp"":1719113257730}",johnnyKelly,joshuaStone,andrewDonovan,cardanoAtlanticCouncil,easternCardanoCouncil,,139481412
2024-06-23 03:36:51.703,97yyyzwyy9268f8xyyy4x9yyyw5frmy6xl77fy7qq,"{""params"":[""cardanoConfederationOfEmergingEconomies"",""cardanoJapan"",""easternCardanoCouncil"",""johnnyKelly"",""cardanoAtlanticCouncil"",""kevinMohr""],""timestamp"":1719113774297}",cardanoConfederationOfEmergingEconomies,cardanoJapan,easternCardanoCouncil,johnnyKelly,cardanoAtlanticCouncil,kevinMohr,794713140851
2024-06-23 03:50:53.987,x7vhyhv73f609jx7xm669fw9nzy0x80l4gxh47qgjhqj6,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719114593055}",easternCardanoCouncil,,,,,,1747490538118
2024-06-23 03:58:43.032,yh58hqym0y3zgygz085lq2yyyyx0lzvq9660,"{""params"":[""lloydDuhon"",""johnnyKelly"",""richManderino"",""cardanoJapan"",""joshuaStone"",""mauroAgustnAndreoli""],""timestamp"":1719114968152}",lloydDuhon,johnnyKelly,richManderino,cardanoJapan,joshuaStone,mauroAgustnAndreoli,157523560827
2024-06-23 04:56:48.187,x6yqyrvnxny3lvm246lq5nvyzyyly9gyfnrg3gy,"{""params"":[""richManderino"",""easternCardanoCouncil"",""cardanoJapan"",""kevinMohr"",""kamaldeenMusah"",""aaronOu""],""timestamp"":1719118419916}",richManderino,easternCardanoCouncil,cardanoJapan,kevinMohr,kamaldeenMusah,aaronOu,3312379698875
2024-06-23 04:57:39.888,y3yfgjyyfx3ljqy2zn0zl5ln3m44z6f7ynrq4mxr,"{""params"":[""cardanoAtlanticCouncil""],""timestamp"":1719118650344}",cardanoAtlanticCouncil,,,,,,31947718
2024-06-23 05:01:07.905,y3wyn4jn56zjf0nl3jyvnrf0lwx6jy487fmjz8yh,"{""params"":[""richManderino"",""easternCardanoCouncil"",""cardanoJapan"",""kevinMohr"",""kamaldeenMusah"",""aaronOu""],""timestamp"":1719118764184}",richManderino,easternCardanoCouncil,cardanoJapan,kevinMohr,kamaldeenMusah,aaronOu,5553517347062
2024-06-23 05:06:31.691,8xnz425ymmy9qggfy588yx9yyh3jyfqj25ryygyy9l4r,"{""params"":[""easternCardanoCouncil"",""cardanoJapan"",""richManderino"",""kevinMohr"",""aaronOu"",""kamaldeenMusah""],""timestamp"":1719119130754}",easternCardanoCouncil,cardanoJapan,richManderino,kevinMohr,aaronOu,kamaldeenMusah,414349955735
2024-06-23 05:07:10.848,ygznw445y790mr8n327zyg922wmxxzngf3f3qrfj7zr,"{""params"":[""vaibhavSolanki""],""timestamp"":1719119223308}",vaibhavSolanki,,,,,,452928319
2024-06-23 05:11:48.374,9ryy3g5549gv5ry89y9qvx0m552qynz76hhh9h8nq9q5jr7m,"{""params"":[""cardanoConfederationOfEmergingEconomies"",""lloydDuhon"",""johnnyKelly"",""easternCardanoCouncil"",""mauroAgustnAndreoli"",""abeEllis""],""timestamp"":1719119422360}",cardanoConfederationOfEmergingEconomies,lloydDuhon,johnnyKelly,easternCardanoCouncil,mauroAgustnAndreoli,abeEllis,16655422492
2024-06-23 05:14:25.082,ym4x5x03l3ymwxl399wyfhq7f94nr0yyfyhyyjgq8zm8,"{""params"":[""easternCardanoCouncil"",""cardanoJapan"",""richManderino"",""aaronOu"",""kevinMohr"",""kamaldeenMusah""],""timestamp"":1719119591765}",easternCardanoCouncil,cardanoJapan,richManderino,aaronOu,kevinMohr,kamaldeenMusah,439782477057
2024-06-23 05:39:58.969,yy4h0gjvn005yqln435ny48fhgfmm7ryyxv2w5yfyy5n,"{""params"":[""andrewDonovan"",""cardanoAtlanticCouncil"",""johnnyKelly"",""lloydDuhon"",""joshuaStone"",""nicodemusRodriguez""],""timestamp"":1719121194634}",andrewDonovan,cardanoAtlanticCouncil,johnnyKelly,lloydDuhon,joshuaStone,nicodemusRodriguez,10594425201
2024-06-23 06:17:55.143,933yywn23yg2yy56yjm7v7hfz47fl0q8hmxywg8yy,"{""params"":[""johnnyKelly"",""cardanoAtlanticCouncil""],""timestamp"":1719123314522}",johnnyKelly,cardanoAtlanticCouncil,,,,,39641632828
2024-06-23 07:20:32.72,8xn935q8g5mwll93j2yyh6yy967220wghhlwr,"{""params"":[""cardanoAtlanticCouncil"",""joshuaStone"",""cardanoJapan"",""easternCardanoCouncil""],""timestamp"":1719127225191}",cardanoAtlanticCouncil,joshuaStone,cardanoJapan,easternCardanoCouncil,,,833522901
2024-06-23 07:24:36.896,xxfhvvnf82jz3ng5yv3x4rz97xvjmjgjxhl4yzy2yfyh4yy,"{""params"":[""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""lloydDuhon""],""timestamp"":1719127448963}",easternCardanoCouncil,cardanoAtlanticCouncil,lloydDuhon,,,,113056642157
2024-06-23 07:36:35.613,9wxf3xzvy9mf742x9y98y0zjzfy2yh838jv85lgy6l7r3w,"{""params"":[""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""lloydDuhon""],""timestamp"":1719128181760}",easternCardanoCouncil,cardanoAtlanticCouncil,lloydDuhon,,,,5071835283
2024-06-23 07:37:19.21,9ly0my346yx6r29zx5qg8yyv3jlfm9nwygvnmn,"{""params"":[""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""lloydDuhon""],""timestamp"":1719128225128}",easternCardanoCouncil,cardanoAtlanticCouncil,lloydDuhon,,,,5018716007
2024-06-23 07:38:12.776,808wm2nryxx99yghx39vglw27zyfyy0gyxmhgfyfyny,"{""params"":[""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""lloydDuhon""],""timestamp"":1719128275363}",easternCardanoCouncil,cardanoAtlanticCouncil,lloydDuhon,,,,5297814171
2024-06-23 07:44:05.464,9gyl6g03znyg324x85349qynxxlgxrllyr73g2y9yq,"{""params"":[""mauroAgustnAndreoli"",""cardanoAtlanticCouncil"",""lloydDuhon"",""johnnyKelly""],""timestamp"":1719128625342}",mauroAgustnAndreoli,cardanoAtlanticCouncil,lloydDuhon,johnnyKelly,,,1999695967
2024-06-23 07:45:18.777,80gr2qylqfqy2yw6qh6q6yr8jgxqy4lxfy5zqyy,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719128700006}",easternCardanoCouncil,,,,,,5261035404
2024-06-23 07:46:11.49,8jm6x3vy3vhh33hyvqyjy5hyvj55v83wzz597vyywjxy,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719128757755}",easternCardanoCouncil,,,,,,12506528350
2024-06-23 07:49:37.969,xmmy78wynyql5y8zf8gy5fyhh95rv9rjg00600zql8lrx0,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719128973502}",easternCardanoCouncil,,,,,,13922816695
2024-06-23 07:51:56.077,x33fyry5yqh2yvyq50v68y5y98g5j74yy2rxrgg02y6j,"{""params"":[""easternCardanoCouncil"",""cardanoAtlanticCouncil"",""lloydDuhon""],""timestamp"":1719129095416}",easternCardanoCouncil,cardanoAtlanticCouncil,lloydDuhon,,,,528605383
2024-06-23 07:59:40.48,829ynjgy8mhj2qq04z0mhrwvy0qr9n53v047fvy70087,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719129564971}",easternCardanoCouncil,,,,,,279528746
2024-06-23 08:05:57.724,yr4xlgyy9z5mqmqyj38yl052mlyx2g3ygqfz8xqyx5276v,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719129950130}",easternCardanoCouncil,,,,,,279682643
2024-06-23 08:47:58.861,y937j6xn3m97y3x0wflrqwnv8n3yj9fy36ymxjlx,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719132437621}",easternCardanoCouncil,,,,,,30644530806
2024-06-23 08:50:36.507,yfyh6w0vl68z22x4h2l549yjyy7wy76q9j882wygqw4f,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719132595744}",easternCardanoCouncil,,,,,,32651183848
2024-06-23 08:54:18.118,y9qgwyywy2jnyvhx9mzxny04gj75hf4ghrng5lvhgv,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719132833288}",easternCardanoCouncil,,,,,,8016436
2024-06-23 09:12:07.258,986yj5hrl6hv2zn06z0ygy8zvj7y38y4n6fzyg3yx,"{""params"":[""richManderino""],""timestamp"":1719133921896}",richManderino,,,,,,56094238
2024-06-23 09:20:43.146,985222fl45xmhzyxw8qyzywyhy2g3y6ygn2qf2wn4h,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719134422029}",easternCardanoCouncil,,,,,,8480405167
2024-06-23 09:22:42.566,xyghlz85jjg2yyyz6m3yy3yv5yx6vmy4yyjl22y,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719134539379}",easternCardanoCouncil,,,,,,24052144338
2024-06-23 09:23:49.481,985222fl45xmhzyxw8qyzywyhy2g3y6ygn2qf2wn4h,"{""params"":[""cardanoJapan""],""timestamp"":1719134614727}",cardanoJapan,,,,,,8480405167
2024-06-23 09:25:01.692,y46yj8mr3hhv2v74fv6y4yfr2z2qyjryyz2yz0,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719134694820}",easternCardanoCouncil,,,,,,1486216149
2024-06-23 09:33:20.999,959ffr998jwnm7q3nj4wm439y3qfv5n2wmynjy4zy,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719135184496}",easternCardanoCouncil,,,,,,41451883410
2024-06-23 09:36:06.85,89690fvflx5rr52x74568y8z34yyrh7n6gyw6yx8l6j,"{""params"":[""easternCardanoCouncil""],""timestamp"":1719135351737}",easternCardanoCouncil,,,,,,454838622
2024-06-23 09:50:47.259,xxnvnvj8nnwyxx2z2nxyh6yjlyxzn4y4y83gyyfr28,"{""params"":[""lloydDuhon"",""mauroAgustnAndreoli"",""cardanoJapan"",""joshuaStone"",""johnnyKelly""],""timestamp"":1719136208962}",lloydDuhon,mauroAgustnAndreoli,cardanoJapan,joshuaStone,johnnyKelly,,158637727922
2024-06-23 10:38:30.374,y6x4y0z0h5203wnhxxmgyj96vyljg44yjn9g43g86nmyy,"{""params"":[""abeEllis"",""inoNpo"",""joshuaStone"",""mauroAgustnAndreoli"",""cardanoAtlanticCouncil""],""timestamp"":1719139104036}",abeEllis,inoNpo,joshuaStone,mauroAgustnAndreoli,cardanoAtlanticCouncil,,24934383285
2024-06-23 10:48:07.882,9j5wyry26x8ljffz42f65x66v2g9m2myjz37gmqhyryy,"{""params"":[""andrewDonovan""],""timestamp"":1719139671480}",andrewDonovan,,,,,,21387105
2024-06-23 10:48:26.84,99y0wmynwy0yl0ynryg3n55532x4v38mfq8hyq70njz,"{""params"":[""cardanoAtlanticCouncil"",""johnnyKelly"",""cardanoJapan""],""timestamp"":1719139638942}",cardanoAtlanticCouncil,johnnyKelly,cardanoJapan,,,,442431454840
2024-06-23 10:49:54.908,98fn8v5z287gyj23ryy2yg8r7q2w7v9fyynf6yj,"{""params"":[""johnnyKelly"",""easternCardanoCouncil"",""lloydDuhon"",""cardanoJapan"",""cardanoAtlanticCouncil""],""timestamp"":1719139758388}",johnnyKelly,easternCardanoCouncil,lloydDuhon,cardanoJapan,cardanoAtlanticCouncil,,25419192529
